age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,management,married,tertiary,no,0,no,no,cellular,26,aug,179,16,-1,0,unknown,no
30,blue-collar,single,secondary,no,-42,no,no,cellular,7,jul,86,2,-1,0,unknown,no
35,management,single,tertiary,no,2187,yes,no,cellular,29,jul,229,1,174,13,other,no
33,management,married,secondary,yes,879,yes,no,unknown,8,may,245,1,-1,0,unknown,no
57,technician,married,secondary,no,950,yes,no,cellular,9,jul,1272,1,-1,0,unknown,no
31,unemployed,married,primary,no,3837,no,no,cellular,20,nov,340,1,-1,0,unknown,no
53,blue-collar,married,primary,no,880,no,no,cellular,31,jul,207,4,-1,0,unknown,no
35,management,married,tertiary,no,841,no,no,cellular,26,aug,301,6,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,1,yes,no,cellular,13,may,123,2,-1,0,unknown,no
30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,1,-1,0,unknown,no
37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,72,1,-1,0,unknown,no
40,management,single,tertiary,no,-222,yes,no,unknown,5,jun,221,1,-1,0,unknown,no
53,technician,divorced,tertiary,no,647,yes,no,unknown,16,may,512,6,-1,0,unknown,no
29,blue-collar,married,secondary,no,659,no,no,telephone,19,nov,401,1,-1,0,unknown,no
48,management,divorced,tertiary,no,0,no,no,unknown,20,jun,26,3,-1,0,unknown,no
55,technician,married,tertiary,no,255,no,no,cellular,22,jul,114,1,-1,0,unknown,no
50,management,married,tertiary,no,4315,yes,no,cellular,22,jul,181,11,-1,0,unknown,no
41,admin.,married,secondary,no,546,yes,no,cellular,4,feb,418,2,-1,0,unknown,no
30,technician,single,secondary,no,249,no,no,cellular,12,may,406,1,-1,0,unknown,no
26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown,no
26,blue-collar,married,unknown,no,407,yes,no,unknown,28,may,346,2,-1,0,unknown,no
55,self-employed,single,secondary,no,2607,yes,no,unknown,14,may,38,1,-1,0,unknown,no
47,housemaid,married,primary,no,389,no,no,unknown,6,jun,145,2,-1,0,unknown,no
58,services,married,secondary,no,10,yes,yes,cellular,30,jul,95,5,-1,0,unknown,no
51,self-employed,married,tertiary,no,150,no,no,unknown,9,jun,146,1,-1,0,unknown,no
34,technician,divorced,secondary,no,2036,yes,yes,unknown,20,may,104,1,-1,0,unknown,no
33,management,married,tertiary,no,663,yes,no,cellular,7,apr,381,1,243,4,failure,no
53,self-employed,married,tertiary,no,337,yes,yes,cellular,18,nov,80,2,-1,0,unknown,no
37,unemployed,married,secondary,no,86,no,no,cellular,29,jan,1424,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,755,no,no,cellular,23,jul,145,1,-1,0,unknown,no
34,services,married,secondary,no,627,yes,no,unknown,9,may,117,9,-1,0,unknown,no
33,blue-collar,married,secondary,no,263,yes,no,unknown,21,may,206,3,-1,0,unknown,no
56,services,divorced,secondary,no,935,no,no,cellular,26,feb,112,1,227,2,failure,no
29,blue-collar,married,primary,no,18,yes,no,cellular,13,apr,297,3,-1,0,unknown,no
42,management,single,tertiary,no,3445,no,no,cellular,19,nov,1662,3,-1,0,unknown,no
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown,no
39,management,single,tertiary,no,2651,no,no,cellular,6,apr,139,2,136,5,other,no
27,technician,single,secondary,no,430,yes,yes,unknown,30,may,78,3,-1,0,unknown,no
27,admin.,married,secondary,no,31,yes,yes,cellular,28,jul,746,2,-1,0,unknown,no
53,management,married,tertiary,no,232,yes,no,telephone,29,jan,32,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,-566,yes,no,cellular,14,may,151,2,353,2,failure,no
32,services,married,secondary,no,-509,yes,no,cellular,30,jan,134,1,-1,0,unknown,no
36,technician,single,secondary,no,7503,yes,no,telephone,5,may,193,1,335,1,failure,no
44,management,divorced,tertiary,no,213,yes,no,cellular,20,apr,65,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,1042,yes,no,unknown,8,may,58,2,-1,0,unknown,no
32,management,single,tertiary,no,1512,no,yes,cellular,14,aug,133,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,4853,no,no,cellular,19,nov,259,1,111,2,failure,no
51,management,married,tertiary,no,5343,no,no,cellular,18,nov,54,1,-1,0,unknown,no
44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no
50,blue-collar,married,primary,no,953,yes,no,cellular,13,may,315,1,364,2,failure,no
30,admin.,single,secondary,no,387,yes,no,unknown,8,may,75,1,-1,0,unknown,no
33,services,divorced,secondary,no,411,yes,no,unknown,8,may,216,1,-1,0,unknown,no
48,management,married,tertiary,no,0,yes,no,unknown,6,jun,300,5,-1,0,unknown,no
70,technician,married,secondary,no,3020,no,no,telephone,2,nov,358,2,186,1,failure,no
44,management,single,tertiary,no,897,yes,yes,cellular,15,apr,358,1,-1,0,unknown,no
32,management,single,tertiary,no,-345,yes,no,unknown,21,may,74,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,580,yes,no,unknown,16,may,192,1,-1,0,unknown,no
42,management,married,primary,no,860,yes,no,unknown,15,may,90,3,-1,0,unknown,no
25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,1686,yes,no,unknown,28,may,85,2,-1,0,unknown,no
57,management,married,tertiary,no,1631,yes,no,cellular,2,apr,254,2,261,3,failure,no
49,admin.,divorced,secondary,no,169,yes,no,unknown,30,may,447,1,-1,0,unknown,no
54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,1777,yes,no,unknown,20,jun,253,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,29,yes,yes,cellular,31,jul,345,1,-1,0,unknown,no
33,management,married,tertiary,no,137,yes,yes,cellular,21,aug,70,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,253,yes,no,cellular,28,jul,283,4,-1,0,unknown,no
53,management,married,tertiary,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,no
36,management,married,secondary,no,3,no,no,cellular,14,aug,250,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,6879,no,no,cellular,15,nov,74,2,118,3,failure,no
39,management,married,tertiary,no,28433,no,no,cellular,13,aug,247,2,-1,0,unknown,no
30,technician,single,secondary,no,0,yes,no,unknown,6,may,369,1,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,22,jul,89,1,-1,0,unknown,no
42,management,single,tertiary,no,227,no,no,cellular,20,aug,428,8,-1,0,unknown,no
56,retired,married,unknown,no,228,yes,no,unknown,28,may,296,1,-1,0,unknown,no
36,management,single,secondary,no,159,no,no,cellular,5,feb,443,1,-1,0,unknown,no
37,admin.,married,primary,no,242,yes,no,unknown,8,may,161,8,-1,0,unknown,no
51,services,married,secondary,no,434,no,no,cellular,5,aug,513,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,1282,yes,no,cellular,11,may,123,2,343,2,other,no
52,services,married,secondary,no,1579,no,yes,cellular,12,aug,158,2,-1,0,unknown,no
36,management,single,tertiary,no,832,yes,no,cellular,20,apr,237,2,-1,0,unknown,no
37,technician,married,secondary,no,0,yes,no,unknown,23,may,412,6,-1,0,unknown,no
43,admin.,married,secondary,no,0,no,no,unknown,20,jun,804,12,-1,0,unknown,no
31,admin.,single,secondary,no,223,yes,no,cellular,17,apr,508,1,315,11,success,no
58,retired,divorced,secondary,no,0,no,no,unknown,17,jun,436,5,-1,0,unknown,no
38,blue-collar,single,primary,no,3132,no,no,cellular,5,feb,304,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,262,yes,no,cellular,20,apr,130,2,-1,0,unknown,no
34,services,married,secondary,no,-68,yes,no,unknown,9,may,122,1,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,unknown,no
26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,-1,0,unknown,no
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,unknown,no
50,technician,divorced,secondary,no,636,yes,no,cellular,6,may,127,2,254,23,other,no
56,management,married,primary,no,-346,no,yes,cellular,18,nov,84,1,-1,0,unknown,no
42,housemaid,married,secondary,no,279,yes,no,cellular,23,jul,673,1,-1,0,unknown,no
28,management,single,tertiary,no,1,yes,no,cellular,16,jul,241,2,-1,0,unknown,no
43,technician,single,secondary,no,214,yes,no,cellular,14,may,335,1,-1,0,unknown,no
39,services,divorced,secondary,no,-388,yes,no,cellular,9,jul,205,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-29,yes,no,unknown,8,may,196,1,-1,0,unknown,no
36,management,single,tertiary,no,112,yes,no,cellular,15,jul,83,2,-1,0,unknown,no
37,blue-collar,single,primary,no,315,no,no,cellular,20,nov,352,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,1423,yes,no,cellular,21,nov,55,2,-1,0,unknown,no
51,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,714,1,186,3,failure,no
60,self-employed,single,secondary,no,312,yes,no,unknown,2,jun,210,2,-1,0,unknown,no
34,housemaid,divorced,secondary,no,787,yes,no,cellular,15,may,665,1,-1,0,unknown,no
51,technician,single,tertiary,no,11222,yes,no,unknown,3,jun,151,7,-1,0,unknown,no
37,unemployed,single,tertiary,no,1316,yes,no,cellular,18,nov,389,1,172,2,failure,no
25,student,married,secondary,no,37,no,no,unknown,24,jul,11,1,-1,0,unknown,no
47,technician,married,secondary,no,568,yes,no,telephone,14,jul,256,2,-1,0,unknown,no
32,management,single,tertiary,no,3289,no,no,cellular,8,oct,375,2,179,2,failure,no
30,management,single,tertiary,no,29,yes,no,cellular,12,may,174,1,-1,0,unknown,no
32,services,married,secondary,no,3839,yes,no,cellular,18,nov,100,2,189,1,failure,no
41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
47,management,married,tertiary,no,109,yes,no,cellular,16,apr,91,2,268,1,failure,no
41,management,married,tertiary,no,328,yes,no,cellular,29,jul,65,12,-1,0,unknown,no
36,management,married,tertiary,yes,-485,yes,no,cellular,19,nov,278,1,-1,0,unknown,no
44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406,3,-1,0,unknown,no
60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
25,technician,single,tertiary,no,1954,yes,yes,cellular,13,may,66,1,351,1,failure,no
58,technician,married,secondary,no,86,no,no,cellular,30,jul,95,3,-1,0,unknown,no
40,admin.,married,secondary,yes,-444,no,yes,telephone,30,jul,168,8,-1,0,unknown,no
32,blue-collar,single,primary,no,100,yes,no,unknown,16,may,376,2,-1,0,unknown,no
38,technician,single,secondary,no,2079,yes,yes,unknown,29,may,122,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,208,no,no,unknown,20,jun,333,15,-1,0,unknown,no
28,student,single,tertiary,no,290,yes,no,telephone,27,nov,24,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,674,yes,yes,unknown,28,may,294,1,-1,0,unknown,no
40,management,single,secondary,no,10378,yes,no,cellular,17,nov,523,3,-1,0,unknown,no
29,services,single,tertiary,no,8947,yes,no,cellular,4,may,535,2,-1,0,unknown,no
32,management,married,tertiary,no,1330,yes,no,unknown,21,may,83,1,-1,0,unknown,no
49,technician,divorced,tertiary,no,874,yes,no,unknown,16,may,152,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,2631,yes,no,unknown,14,may,76,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1934,yes,no,unknown,13,may,20,1,-1,0,unknown,no
39,technician,married,tertiary,no,108,no,no,cellular,28,may,589,3,28,2,other,no
34,technician,divorced,secondary,no,49,no,no,cellular,8,may,142,1,-1,0,unknown,no
37,technician,single,secondary,no,1012,yes,no,cellular,20,apr,218,4,-1,0,unknown,no
31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,-1,0,unknown,no
35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,329,2,240,8,other,no
50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
34,technician,married,secondary,no,508,no,no,cellular,30,jan,795,1,-1,0,unknown,no
37,management,married,tertiary,no,1393,no,yes,unknown,11,jun,129,3,-1,0,unknown,no
53,admin.,married,secondary,no,465,no,yes,unknown,12,may,95,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure,no
49,self-employed,divorced,secondary,no,6116,yes,no,cellular,21,nov,43,1,-1,0,unknown,no
50,technician,single,tertiary,no,1840,yes,no,cellular,11,jul,184,2,-1,0,unknown,no
32,management,married,tertiary,no,0,yes,no,unknown,16,may,387,1,-1,0,unknown,no
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163,2,-1,0,unknown,no
34,admin.,single,secondary,no,934,no,no,cellular,18,jul,909,3,-1,0,unknown,no
41,technician,married,secondary,no,1838,yes,no,cellular,15,jul,135,1,-1,0,unknown,no
30,management,single,secondary,no,-383,yes,no,cellular,18,may,170,1,-1,0,unknown,no
32,admin.,single,secondary,no,1411,no,no,cellular,2,jul,124,1,-1,0,unknown,no
49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no
38,management,married,secondary,no,-323,yes,no,unknown,9,jun,250,1,-1,0,unknown,no
38,technician,single,secondary,no,2990,yes,no,unknown,2,jun,612,2,-1,0,unknown,no
33,services,married,secondary,no,790,yes,no,unknown,5,may,391,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown,no
46,management,married,tertiary,no,144,no,no,cellular,22,aug,79,4,-1,0,unknown,no
26,blue-collar,single,primary,no,-35,no,no,cellular,16,jul,243,1,-1,0,unknown,no
35,technician,single,tertiary,no,7838,no,no,cellular,26,aug,17,23,-1,0,unknown,no
42,housemaid,married,primary,no,128,no,no,cellular,6,aug,492,2,-1,0,unknown,no
33,services,single,secondary,no,310,yes,no,cellular,12,may,54,2,371,1,failure,no
39,entrepreneur,divorced,tertiary,yes,-251,no,no,unknown,20,jun,421,6,-1,0,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
32,admin.,single,secondary,no,457,no,no,cellular,26,jul,109,3,455,2,failure,no
43,blue-collar,married,secondary,no,500,yes,no,cellular,14,jul,324,2,-1,0,unknown,no
43,self-employed,married,secondary,no,0,yes,no,cellular,8,may,131,1,-1,0,unknown,no
37,blue-collar,married,primary,no,3574,yes,no,cellular,19,nov,178,1,170,2,failure,no
30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,429,1,-1,0,unknown,no
45,blue-collar,married,primary,no,85,yes,no,unknown,8,may,162,1,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,cellular,28,aug,359,7,-1,0,unknown,no
28,unemployed,single,secondary,no,23,no,no,cellular,28,jan,154,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,840,yes,no,cellular,12,may,275,3,-1,0,unknown,no
40,technician,single,secondary,no,872,yes,no,cellular,28,aug,71,4,-1,0,unknown,no
40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,339,2,369,3,failure,no
34,management,married,tertiary,no,0,no,no,cellular,3,jul,122,1,72,1,failure,no
24,management,single,tertiary,no,1085,no,yes,cellular,7,may,95,6,-1,0,unknown,no
47,admin.,married,tertiary,no,97,yes,no,cellular,6,may,220,1,87,3,failure,no
29,services,single,secondary,no,20,yes,no,unknown,15,may,431,1,-1,0,unknown,no
37,technician,single,secondary,no,274,no,no,cellular,8,aug,173,3,-1,0,unknown,no
34,blue-collar,single,secondary,no,128,yes,no,unknown,23,may,114,4,-1,0,unknown,no
30,housemaid,single,tertiary,no,3185,yes,no,cellular,30,dec,158,3,-1,0,unknown,no
30,technician,single,tertiary,no,419,yes,yes,unknown,28,may,299,3,-1,0,unknown,no
34,blue-collar,married,primary,no,500,yes,no,unknown,20,may,324,1,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,1553,no,no,cellular,30,jul,85,3,-1,0,unknown,no
35,management,single,tertiary,no,561,yes,no,unknown,12,may,405,3,-1,0,unknown,no
56,blue-collar,married,secondary,no,25,yes,no,unknown,19,may,264,1,-1,0,unknown,no
34,admin.,single,secondary,no,126,yes,no,unknown,20,may,61,2,-1,0,unknown,no
34,blue-collar,single,unknown,no,-90,yes,no,cellular,18,may,20,1,370,1,failure,no
59,blue-collar,married,primary,no,5788,no,no,cellular,14,may,56,2,350,2,failure,no
51,management,married,tertiary,no,2430,no,no,cellular,4,aug,266,2,-1,0,unknown,no
48,management,divorced,tertiary,no,657,no,yes,cellular,29,jan,251,2,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,0,yes,no,unknown,20,jun,50,2,-1,0,unknown,no
54,technician,married,secondary,no,473,no,yes,cellular,13,aug,112,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,211,yes,no,telephone,8,may,546,3,368,4,failure,no
41,blue-collar,married,primary,no,2562,yes,no,cellular,20,nov,157,1,189,4,failure,no
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124,2,-1,0,unknown,no
42,admin.,single,secondary,no,664,yes,no,cellular,13,may,113,1,-1,0,unknown,no
24,services,single,secondary,no,1611,yes,no,unknown,28,may,418,1,-1,0,unknown,no
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,failure,no
33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,no
54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,unknown,no
34,management,single,tertiary,no,4782,yes,no,cellular,15,may,160,1,277,1,failure,no
46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,no
58,retired,married,secondary,no,610,yes,no,unknown,6,jun,651,1,-1,0,unknown,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,no
31,management,single,tertiary,no,4509,yes,no,unknown,12,may,207,3,-1,0,unknown,no
29,management,married,tertiary,no,1366,yes,no,unknown,29,may,273,3,-1,0,unknown,no
26,management,single,tertiary,no,2722,no,no,cellular,6,feb,206,1,-1,0,unknown,no
47,admin.,married,secondary,no,0,no,yes,cellular,29,jun,238,1,139,4,failure,no
31,unemployed,single,tertiary,no,498,no,no,cellular,29,jan,264,2,-1,0,unknown,no
36,blue-collar,married,primary,no,0,yes,yes,telephone,13,may,18,1,-1,0,unknown,no
53,retired,married,primary,no,759,yes,no,telephone,25,jul,702,5,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199,1,-1,0,unknown,no
49,admin.,married,secondary,no,2501,yes,no,unknown,30,may,50,2,-1,0,unknown,no
46,admin.,married,secondary,no,5169,no,no,cellular,22,jul,72,14,-1,0,unknown,no
36,blue-collar,single,secondary,no,161,yes,no,unknown,11,jun,196,2,-1,0,unknown,no
41,housemaid,married,secondary,no,12,no,yes,cellular,28,jul,472,3,-1,0,unknown,no
35,technician,married,secondary,no,1577,yes,yes,cellular,17,aug,80,1,273,1,failure,no
30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no
49,technician,married,secondary,no,425,yes,no,cellular,12,may,816,1,342,4,failure,no
52,technician,married,unknown,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,no
28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
29,blue-collar,married,secondary,no,844,yes,no,unknown,27,may,157,2,-1,0,unknown,no
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,unknown,29,jul,331,1,-1,0,unknown,no
31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,unknown,no
51,technician,married,secondary,no,563,yes,no,cellular,17,nov,504,1,123,3,failure,no
36,technician,married,secondary,no,569,yes,no,cellular,9,apr,265,1,323,5,failure,no
49,blue-collar,married,primary,no,923,no,no,unknown,20,jun,471,2,-1,0,unknown,no
50,management,married,tertiary,no,258,no,no,cellular,12,aug,246,6,-1,0,unknown,no
54,blue-collar,married,primary,no,69,no,no,cellular,17,nov,71,1,-1,0,unknown,no
49,self-employed,married,secondary,no,0,no,no,cellular,26,aug,175,6,-1,0,unknown,no
46,management,married,secondary,no,36,yes,no,unknown,16,may,250,1,-1,0,unknown,no
26,blue-collar,single,tertiary,no,1527,no,no,cellular,5,feb,167,1,-1,0,unknown,no
53,technician,married,secondary,no,144,no,no,cellular,21,aug,282,4,-1,0,unknown,no
52,management,married,tertiary,no,2635,no,no,cellular,6,sep,313,1,108,8,success,no
31,admin.,single,secondary,no,320,yes,no,cellular,15,may,376,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1,yes,no,unknown,7,may,281,2,-1,0,unknown,no
31,services,married,secondary,no,891,yes,no,unknown,21,may,44,3,-1,0,unknown,no
52,technician,married,secondary,no,383,no,yes,cellular,18,jul,135,1,-1,0,unknown,no
48,technician,married,tertiary,no,0,no,yes,cellular,18,nov,106,1,-1,0,unknown,no
33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,unknown,no
36,technician,married,tertiary,no,202,no,no,cellular,1,jun,206,1,192,1,failure,no
52,blue-collar,married,primary,no,238,yes,no,unknown,15,may,734,5,-1,0,unknown,no
43,technician,married,tertiary,no,80,no,no,cellular,28,aug,9,32,-1,0,unknown,no
42,blue-collar,divorced,primary,no,419,yes,yes,unknown,14,may,96,4,-1,0,unknown,no
35,management,married,tertiary,no,387,yes,no,cellular,16,jul,254,2,-1,0,unknown,no
55,blue-collar,married,primary,no,23,yes,no,unknown,5,may,291,1,-1,0,unknown,no
42,unknown,single,primary,no,2398,yes,no,cellular,3,feb,144,2,271,2,failure,no
55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,unknown,no
29,services,married,secondary,no,-753,yes,yes,unknown,23,may,98,1,-1,0,unknown,no
27,management,single,tertiary,no,2786,no,no,cellular,15,jun,270,2,377,3,success,no
58,unemployed,married,secondary,no,18,no,no,cellular,31,jul,70,1,-1,0,unknown,no
26,technician,single,secondary,no,-525,yes,yes,cellular,22,jul,417,1,-1,0,unknown,no
43,management,married,tertiary,no,439,no,no,unknown,17,jun,71,1,-1,0,unknown,no
56,management,married,secondary,no,1928,no,no,cellular,16,mar,61,6,115,4,failure,no
53,technician,single,tertiary,no,-167,yes,yes,cellular,2,feb,289,1,-1,0,unknown,no
28,services,single,primary,no,302,no,no,unknown,3,jun,248,9,-1,0,unknown,no
34,admin.,single,secondary,no,4447,yes,no,cellular,2,jun,159,1,84,2,failure,no
37,technician,divorced,secondary,no,2610,yes,no,cellular,13,may,53,1,-1,0,unknown,no
59,unemployed,married,secondary,no,2740,no,no,cellular,5,feb,130,1,-1,0,unknown,no
49,management,married,tertiary,no,223,no,no,cellular,28,aug,22,22,-1,0,unknown,no
27,admin.,single,secondary,no,105,yes,no,cellular,18,may,179,1,-1,0,unknown,no
42,management,married,secondary,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
36,technician,single,secondary,no,54,no,no,cellular,22,may,563,1,-1,0,unknown,no
36,self-employed,married,primary,no,1094,yes,no,cellular,8,apr,291,1,335,1,failure,no
32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no
42,management,married,tertiary,no,2110,no,yes,cellular,31,jul,106,2,-1,0,unknown,no
36,services,married,secondary,no,33,yes,yes,cellular,22,aug,81,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,406,yes,no,unknown,4,jun,222,1,-1,0,unknown,no
53,admin.,married,secondary,no,8449,no,no,cellular,12,aug,123,2,-1,0,unknown,no
24,technician,single,tertiary,no,10,yes,no,cellular,18,may,78,2,367,2,other,no
52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no
59,retired,divorced,primary,no,7179,no,no,cellular,5,feb,150,1,-1,0,unknown,no
31,entrepreneur,single,secondary,no,379,yes,no,cellular,18,jul,570,2,-1,0,unknown,no
31,admin.,single,secondary,no,8626,no,no,cellular,25,may,159,1,111,1,failure,no
30,self-employed,married,secondary,no,220,yes,yes,cellular,15,may,187,3,-1,0,unknown,no
27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,2,-1,0,unknown,no
25,student,single,secondary,no,703,no,no,cellular,5,may,1100,3,-1,0,unknown,no
49,admin.,single,secondary,no,780,no,no,telephone,3,feb,354,5,-1,0,unknown,no
29,admin.,single,secondary,no,900,yes,no,unknown,14,may,339,1,-1,0,unknown,no
44,management,single,tertiary,no,670,yes,no,cellular,31,jul,435,6,-1,0,unknown,no
44,management,married,tertiary,no,1033,yes,no,unknown,15,may,71,1,-1,0,unknown,no
47,management,married,secondary,yes,0,no,yes,cellular,22,aug,644,9,-1,0,unknown,no
39,blue-collar,married,primary,no,4,yes,no,cellular,19,nov,206,5,-1,0,unknown,no
38,management,single,tertiary,no,-145,yes,no,cellular,21,jul,54,2,-1,0,unknown,no
48,blue-collar,married,primary,no,1001,yes,no,unknown,15,may,422,2,-1,0,unknown,no
27,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,65,2,-1,0,unknown,no
26,student,single,secondary,no,1164,no,no,cellular,9,jul,116,1,301,1,other,no
39,management,single,tertiary,no,11971,yes,no,telephone,15,may,75,10,179,5,failure,no
54,management,married,tertiary,no,1353,yes,no,unknown,27,may,119,2,-1,0,unknown,no
43,blue-collar,married,primary,no,1147,yes,yes,unknown,19,may,112,7,-1,0,unknown,no
28,services,single,secondary,no,1059,no,no,cellular,4,feb,146,5,276,1,other,no
60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no
42,management,divorced,secondary,no,-272,no,no,cellular,8,jul,186,1,-1,0,unknown,no
28,technician,married,secondary,no,58,yes,no,cellular,14,may,16,6,351,1,failure,no
36,management,single,tertiary,no,1373,yes,no,unknown,20,may,144,2,-1,0,unknown,no
50,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,24,3,-1,0,unknown,no
33,technician,single,secondary,yes,329,no,no,cellular,12,aug,137,2,-1,0,unknown,no
25,services,single,secondary,no,556,yes,yes,unknown,4,jun,361,1,-1,0,unknown,no
49,blue-collar,single,primary,no,87,yes,no,telephone,14,may,162,2,-1,0,unknown,no
57,retired,divorced,secondary,no,70,yes,no,unknown,16,may,122,1,-1,0,unknown,no
38,blue-collar,married,primary,no,433,no,no,cellular,7,jul,116,3,-1,0,unknown,no
32,technician,single,tertiary,no,665,yes,no,cellular,21,nov,22,5,-1,0,unknown,no
39,blue-collar,married,primary,no,2169,no,no,unknown,17,jun,170,2,-1,0,unknown,no
50,blue-collar,married,primary,yes,354,yes,no,unknown,7,may,123,2,-1,0,unknown,no
40,entrepreneur,divorced,tertiary,no,992,yes,no,cellular,31,jul,196,2,-1,0,unknown,no
29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
53,housemaid,married,tertiary,no,2353,yes,no,cellular,23,jul,471,2,-1,0,unknown,no
